GenericName	SideeffectTerm	FrequencyRatingValue	
fentanyl	hypertension	2
fentanyl	vertigo	4
fentanyl	urinary tract disorder	4
fentanyl	ill-defined disorder	4
fentanyl	hyperhidrosis	3
fentanyl	vomiting	3
fentanyl	pulmonary function test decreased	3
fentanyl	stupor	4
fentanyl	injury	4
fentanyl	weight decreased	4
fentanyl	mental disorder	4
fentanyl	application site reaction	3
fentanyl	bradycardia	1
fentanyl	abdominal pain upper	4
fentanyl	apnoea	1
fentanyl	headache	3
fentanyl	anaphylactic shock	1
fentanyl	gastrointestinal disorder	5
fentanyl	angiopathy	1
fentanyl	body temperature increased	3
fentanyl	dizziness	3
fentanyl	hypoaesthesia	4
fentanyl	amnesia	1
fentanyl	thinking abnormal	4
fentanyl	agitation	1
fentanyl	dry mouth	3
fentanyl	myoclonus	4
fentanyl	nervous system disorder	5
fentanyl	back pain	4
fentanyl	nervousness	4
fentanyl	muscle spasms	4
fentanyl	nausea	3
fentanyl	respiratory depression	3
fentanyl	depression	3
fentanyl	tremor	3
fentanyl	urethral disorder	4
fentanyl	hypertonia	4
fentanyl	tension	4
fentanyl	discomfort	4
fentanyl	fatigue	4
fentanyl	arthralgia	4
fentanyl	cardiac disorder	4
fentanyl	gastrointestinal pain	4
fentanyl	hypokalaemia	4
fentanyl	anaemia	5
fentanyl	stomatitis	4
fentanyl	euphoric mood	1
fentanyl	rash	3
fentanyl	malaise	4
fentanyl	dyspepsia	1
fentanyl	abdominal pain	4
fentanyl	intestinal obstruction	4
fentanyl	oedema peripheral	4
fentanyl	hypotension	1
fentanyl	musculoskeletal discomfort	4
fentanyl	pruritus	3
fentanyl	visual impairment	4
lubiprostone	asthenia	4
lubiprostone	chest pain	4
lubiprostone	flatulence	4
lubiprostone	diarrhoea	4
lubiprostone	dyspnoea	4
lubiprostone	oedema	4
lubiprostone	abdominal distension	4
lubiprostone	pain	4
lubiprostone	vomiting	4
lubiprostone	dizziness	4
lubiprostone	abdominal discomfort	4
lubiprostone	nausea	5
lubiprostone	fatigue	4
lubiprostone	gastrointestinal pain	4
lubiprostone	dyspepsia	4
lubiprostone	abdominal pain	4
lubiprostone	chest discomfort	4
methyl.aminolevulinate	skin hyperpigmentation	3
methyl.aminolevulinate	pain of skin	5
methyl.aminolevulinate	erythema	4
methyl.aminolevulinate	scab	4
methyl.aminolevulinate	skin exfoliation	4
methyl.aminolevulinate	skin infection	4
methyl.aminolevulinate	oedema	4
methyl.aminolevulinate	pain	5
methyl.aminolevulinate	dermatitis bullous	4
methyl.aminolevulinate	skin ulcer	4
methyl.aminolevulinate	blister	4
methyl.aminolevulinate	eyelid oedema	4
methyl.aminolevulinate	discomfort	5
methyl.aminolevulinate	skin burning sensation	5
methyl.aminolevulinate	pruritus	4
trazodone	disorientation	4
trazodone	asthenia	5
trazodone	gait disturbance	3
trazodone	somnolence	5
trazodone	loss of consciousness	4
trazodone	paraesthesia	3
trazodone	constipation	4
trazodone	feeling abnormal	4
trazodone	coordination abnormal	4
trazodone	dry eye	3
trazodone	balance disorder	3
trazodone	urinary incontinence	3
trazodone	syncope	4
trazodone	abnormal dreams	4
trazodone	diarrhoea	4
trazodone	palpitations	4
trazodone	dyspnoea	4
trazodone	hypersensitivity	3
trazodone	sinus congestion	4
trazodone	photophobia	3
trazodone	insomnia	4
trazodone	confusional state	4
trazodone	oedema	4
trazodone	gastrooesophageal reflux disease	3
trazodone	pain	4
trazodone	weight increased	4
trazodone	tinnitus	3
trazodone	cold sweat	4
trazodone	dysgeusia	3
trazodone	hypertension	4
trazodone	vertigo	3
trazodone	ill-defined disorder	4
trazodone	hyperhidrosis	4
trazodone	vomiting	5
trazodone	weight decreased	4
trazodone	ocular hyperaemia	4
trazodone	aphasia	3
trazodone	speech disorder	3
trazodone	dizziness	5
trazodone	hypoaesthesia	3
trazodone	memory impairment	4
trazodone	amnesia	3
trazodone	agitation	4
trazodone	deafness	3
trazodone	dry mouth	5
trazodone	disturbance in sexual arousal	4
trazodone	back pain	4
trazodone	nervousness	5
trazodone	vision blurred	4
trazodone	nausea	5
trazodone	shock	4
trazodone	tremor	4
trazodone	tension	5
trazodone	discomfort	4
trazodone	fatigue	5
trazodone	flushing	3
trazodone	muscle twitching	3
trazodone	malaise	4
trazodone	bladder pain	3
trazodone	eye pain	3
trazodone	hypotension	4
trazodone	photosensitivity reaction	3
trazodone	libido decreased	4
trazodone	sticky skin	4
trazodone	pruritus	4
trazodone	visual impairment	4
decitabine	blood bilirubin increased	4
decitabine	blood lactate dehydrogenase increased	4
decitabine	candida infection	4
decitabine	asthenia	5
decitabine	decreased appetite	5
decitabine	haemorrhoids	4
decitabine	tongue ulceration	4
decitabine	protein total decreased	4
decitabine	pulmonary oedema	4
decitabine	leukopenia	5
decitabine	hypomagnesaemia	4
decitabine	ascites	4
decitabine	hyponatraemia	5
decitabine	dry skin	4
decitabine	hypoxia	4
decitabine	constipation	5
decitabine	bacteraemia	4
decitabine	feeling abnormal	4
decitabine	pharyngitis	5
decitabine	cheilitis	4
decitabine	anxiety	4
decitabine	pneumonia	5
decitabine	injection site swelling	4
decitabine	dermatitis	5
decitabine	chest pain	4
decitabine	erythema	4
decitabine	sinusitis	4
decitabine	pollakiuria	4
decitabine	urticaria	4
decitabine	ecchymosis	5
decitabine	lymphadenopathy	4
decitabine	excoriation	4
decitabine	laryngeal pain	4
decitabine	diarrhoea	5
decitabine	tachycardia	4
decitabine	dyspnoea	5
decitabine	sinus congestion	4
decitabine	oral pain	4
decitabine	insomnia	5
decitabine	confusional state	4
decitabine	oedema	4
decitabine	gastrooesophageal reflux disease	4
decitabine	cough	5
decitabine	myalgia	4
decitabine	neutropenia	5
decitabine	abdominal distension	4
decitabine	pain	4
decitabine	musculoskeletal chest pain	4
decitabine	pleural effusion	4
decitabine	lethargy	4
decitabine	toothache	4
decitabine	ear pain	4
decitabine	dehydration	4
decitabine	glossodynia	4
decitabine	rales	4
decitabine	pancytopenia	4
decitabine	upper respiratory tract infection	5
decitabine	blood alkaline phosphatase increased	4
decitabine	hypertension	4
decitabine	musculoskeletal pain	4
decitabine	swelling face	4
decitabine	ill-defined disorder	4
decitabine	hyperkalaemia	4
decitabine	vomiting	5
decitabine	haemoglobin	4
decitabine	weight decreased	4
decitabine	cellulitis	4
decitabine	hypoalbuminaemia	5
decitabine	urinary tract infection	4
decitabine	abdominal pain upper	4
decitabine	oral candidiasis	4
decitabine	pain in extremity	5
decitabine	febrile neutropenia	5
decitabine	tooth abscess	4
decitabine	headache	5
decitabine	mucosal inflammation	4
decitabine	upper-airway cough syndrome	4
decitabine	body temperature increased	5
decitabine	dizziness	5
decitabine	thrombocytopenia	5
decitabine	hypoaesthesia	4
decitabine	dysphagia	4
decitabine	muscular weakness	4
decitabine	gingival bleeding	4
decitabine	back pain	5
decitabine	muscle spasms	4
decitabine	vision blurred	4
decitabine	nausea	5
decitabine	tenderness	4
decitabine	depression	4
decitabine	cardiac failure congestive	4
decitabine	discomfort	4
decitabine	fatigue	5
decitabine	arthralgia	5
decitabine	bone pain	4
decitabine	haematoma	4
decitabine	hyperglycaemia	5
decitabine	cardiac murmur	5
decitabine	gastrointestinal pain	5
decitabine	chills	5
decitabine	hypokalaemia	5
decitabine	anaemia	5
decitabine	alopecia	4
decitabine	breath sounds abnormal	4
decitabine	staphylococcal infection	4
decitabine	stomatitis	5
decitabine	pallor	5
decitabine	rash	5
decitabine	thrombocytosis	4
decitabine	malaise	4
decitabine	dyspepsia	5
decitabine	abdominal pain	5
decitabine	contusion	4
decitabine	chest discomfort	4
decitabine	petechiae	5
decitabine	dysuria	4
decitabine	oedema peripheral	5
decitabine	haemorrhage	4
decitabine	hypotension	4
decitabine	catheter site pain	4
decitabine	blood urea increased	4
decitabine	hyperbilirubinaemia	4
decitabine	musculoskeletal discomfort	4
decitabine	blood albumin decreased	4
decitabine	epistaxis	5
decitabine	aspartate aminotransferase increased	4
decitabine	skin lesion	4
decitabine	pruritus	4
decitabine	night sweats	4
dronedarone	dermatitis	4
dronedarone	dermatitis atopic	4
dronedarone	diarrhoea	4
dronedarone	vomiting	4
dronedarone	bradycardia	4
dronedarone	eczema	4
dronedarone	nausea	4
dronedarone	gastrointestinal pain	4
dronedarone	rash	4
dronedarone	abdominal pain	4
dronedarone	pruritus	4
benzoyl.peroxide	burning sensation	3
benzoyl.peroxide	skin exfoliation	5
benzoyl.peroxide	hypersensitivity	2
benzoyl.peroxide	application site rash	2
benzoyl.peroxide	pain	2
benzoyl.peroxide	anaphylactic shock	2
benzoyl.peroxide	application site erythema	5
benzoyl.peroxide	skin irritation	2
benzoyl.peroxide	pruritus	4
dasatinib	blood bilirubin increased	4
dasatinib	asthenia	5
dasatinib	decreased appetite	4
dasatinib	pulmonary oedema	4
dasatinib	ascites	4
dasatinib	loss of consciousness	3
dasatinib	constipation	4
dasatinib	feeling abnormal	3
dasatinib	colitis	4
dasatinib	pneumonia	4
dasatinib	myositis	4
dasatinib	dermatitis	5
dasatinib	chest pain	4
dasatinib	blood creatine phosphokinase increased	3
dasatinib	rhabdomyolysis	3
dasatinib	blood creatinine increased	4
dasatinib	hypophosphataemia	5
dasatinib	bronchospasm	3
dasatinib	syncope	3
dasatinib	musculoskeletal stiffness	4
dasatinib	cardiac failure	4
dasatinib	gastrointestinal haemorrhage	4
dasatinib	diarrhoea	5
dasatinib	tachycardia	4
dasatinib	palpitations	4
dasatinib	dyspnoea	4
dasatinib	breast disorder	3
dasatinib	oedema	4
dasatinib	cough	4
dasatinib	myalgia	4
dasatinib	neutropenia	5
dasatinib	abdominal distension	4
dasatinib	pain	4
dasatinib	alanine aminotransferase increased	4
dasatinib	weight increased	4
dasatinib	pleural effusion	4
dasatinib	tinnitus	4
dasatinib	aplasia pure red cell	2
dasatinib	menstruation irregular	3
dasatinib	hepatitis	3
dasatinib	hypertension	4
dasatinib	musculoskeletal pain	4
dasatinib	vertigo	3
dasatinib	ill-defined disorder	3
dasatinib	vomiting	5
dasatinib	haemoglobin	4
dasatinib	weight decreased	4
dasatinib	mental disorder	3
dasatinib	cholestasis	3
dasatinib	febrile neutropenia	4
dasatinib	headache	5
dasatinib	neuropathy peripheral	4
dasatinib	gastrointestinal disorder	2
dasatinib	arrhythmia	4
dasatinib	body temperature increased	5
dasatinib	dizziness	4
dasatinib	thrombocytopenia	5
dasatinib	asthma	3
dasatinib	sepsis	4
dasatinib	amnesia	3
dasatinib	muscular weakness	4
dasatinib	nervous system disorder	2
dasatinib	muscle spasms	4
dasatinib	nausea	4
dasatinib	shock	3
dasatinib	cardiac failure congestive	4
dasatinib	tremor	3
dasatinib	infection	4
dasatinib	discomfort	3
dasatinib	thrombophlebitis	3
dasatinib	fatigue	5
dasatinib	arthralgia	4
dasatinib	pericardial effusion	4
dasatinib	generalised oedema	4
dasatinib	temperature intolerance	3
dasatinib	flushing	4
dasatinib	gastrointestinal pain	4
dasatinib	chills	4
dasatinib	hypokalaemia	4
dasatinib	anaemia	5
dasatinib	cholecystitis	3
dasatinib	rash	5
dasatinib	malaise	3
dasatinib	abdominal pain	4
dasatinib	haemorrhage	4
dasatinib	hypotension	3
dasatinib	fluid retention	5
dasatinib	musculoskeletal discomfort	4
dasatinib	gynaecomastia	3
dasatinib	pulmonary hypertension	4
dasatinib	inflammation	4
dasatinib	tendonitis	3
dasatinib	aspartate aminotransferase increased	4
dasatinib	pruritus	4
dasatinib	acute respiratory distress syndrome	2
dasatinib	hypocalcaemia	4
insulin.glargine	hypoglycaemia	5
insulin.glargine	pharyngitis	4
insulin.glargine	bronchitis	5
insulin.glargine	sinusitis	5
insulin.glargine	rhinitis	4
insulin.glargine	diarrhoea	5
insulin.glargine	injection site haemorrhage	4
insulin.glargine	cough	4
insulin.glargine	gastroenteritis	4
insulin.glargine	upper respiratory tract infection	5
insulin.glargine	hypertension	5
insulin.glargine	influenza	5
insulin.glargine	neoplasm malignant	4
insulin.glargine	cataract	5
insulin.glargine	injury	4
insulin.glargine	injection site pain	4
insulin.glargine	urinary tract infection	4
insulin.glargine	pain in extremity	5
insulin.glargine	headache	4
insulin.glargine	neuropathy peripheral	4
insulin.glargine	back pain	4
insulin.glargine	depression	5
insulin.glargine	infection	5
insulin.glargine	arthralgia	5
insulin.glargine	oedema peripheral	5
insulin.glargine	musculoskeletal discomfort	5
delavirdine	dermatitis	4
delavirdine	neutropenia	4
delavirdine	thrombocytopenia	4
delavirdine	hyperglycaemia	4
delavirdine	rash	4
tadalafil	asthenia	4
tadalafil	nasal congestion	4
tadalafil	constipation	4
tadalafil	bronchitis	4
tadalafil	dermatitis	4
tadalafil	chest pain	4
tadalafil	uterine haemorrhage	4
tadalafil	hot flush	4
tadalafil	musculoskeletal stiffness	4
tadalafil	non-cardiac chest pain	4
tadalafil	diarrhoea	4
tadalafil	respiratory tract infection	4
tadalafil	dyspnoea	4
tadalafil	menorrhagia	4
tadalafil	sinus congestion	4
tadalafil	insomnia	4
tadalafil	oedema	4
tadalafil	gastrooesophageal reflux disease	4
tadalafil	gastroenteritis	4
tadalafil	myalgia	4
tadalafil	upper respiratory tract infection	4
tadalafil	hypertension	4
tadalafil	influenza	4
tadalafil	vomiting	4
tadalafil	viral diarrhoea	4
tadalafil	urinary tract infection	4
tadalafil	pain in extremity	4
tadalafil	headache	5
tadalafil	dizziness	4
tadalafil	back pain	4
tadalafil	nausea	5
tadalafil	therapeutic response unexpected	4
tadalafil	fatigue	4
tadalafil	flushing	4
tadalafil	gastrointestinal pain	4
tadalafil	menopausal symptoms	4
tadalafil	rash	4
tadalafil	dyspepsia	4
tadalafil	abdominal pain	4
tadalafil	eye pain	3
tadalafil	musculoskeletal discomfort	4
tadalafil	epistaxis	4
tadalafil	conjunctival hyperaemia	3
vardenafil	nasal congestion	4
vardenafil	blood creatine phosphokinase increased	4
vardenafil	sinusitis	4
vardenafil	rhinitis	4
vardenafil	influenza	4
vardenafil	injury	4
vardenafil	headache	5
vardenafil	dizziness	4
vardenafil	back pain	4
vardenafil	nausea	4
vardenafil	flushing	4
vardenafil	dyspepsia	4
moexipril	asthenia	4
moexipril	pharyngitis	4
moexipril	dermatitis	4
moexipril	diarrhoea	4
moexipril	cough	4
moexipril	myalgia	4
moexipril	influenza	4
moexipril	dizziness	4
moexipril	fatigue	4
moexipril	flushing	4
moexipril	rash	4
moexipril	musculoskeletal discomfort	4
chlormethine	skin hyperpigmentation	4
chlormethine	dermatitis	5
chlormethine	dermatitis bullous	4
chlormethine	skin ulcer	4
chlormethine	blister	4
chlormethine	pruritus	5
rilpivirine	blood bilirubin increased	3
rilpivirine	asthenia	4
rilpivirine	dermatitis	4
rilpivirine	abnormal dreams	4
rilpivirine	insomnia	4
rilpivirine	lipase increased	3
rilpivirine	platelet count decreased	3
rilpivirine	alanine aminotransferase increased	4
rilpivirine	vomiting	4
rilpivirine	headache	4
rilpivirine	dizziness	4
rilpivirine	nausea	4
rilpivirine	depression	4
rilpivirine	haemoglobin decreased	3
rilpivirine	fatigue	4
rilpivirine	gastrointestinal pain	4
rilpivirine	white blood cell count decreased	4
rilpivirine	rash	4
rilpivirine	abdominal pain	4
rilpivirine	aspartate aminotransferase increased	4
terbinafine	asthenia	3
terbinafine	decreased appetite	5
terbinafine	hypoglycaemia	3
terbinafine	paraesthesia	2
terbinafine	nasal congestion	4
terbinafine	dermatitis	4
terbinafine	chest pain	1
terbinafine	nasopharyngitis	4
terbinafine	erythema	4
terbinafine	flatulence	5
terbinafine	urticaria	4
terbinafine	laryngeal pain	4
terbinafine	diarrhoea	5
terbinafine	skin exfoliation	4
terbinafine	anaphylactoid reaction	1
terbinafine	skin disorder	4
terbinafine	cough	4
terbinafine	myalgia	5
terbinafine	neutropenia	1
terbinafine	pain	3
terbinafine	blood disorder	1
terbinafine	agranulocytosis	1
terbinafine	toothache	4
terbinafine	pancytopenia	1
terbinafine	upper respiratory tract infection	4
terbinafine	dysgeusia	4
terbinafine	influenza	4
terbinafine	vomiting	5
terbinafine	ageusia	4
terbinafine	systemic lupus erythematosus	1
terbinafine	abdominal pain upper	4
terbinafine	headache	4
terbinafine	anaphylactic shock	1
terbinafine	rash erythematous	3
terbinafine	hepatic enzyme increased	3
terbinafine	gastritis	5
terbinafine	body temperature increased	4
terbinafine	dizziness	3
terbinafine	thrombocytopenia	1
terbinafine	hypoaesthesia	2
terbinafine	abdominal discomfort	5
terbinafine	eczema	3
terbinafine	jaundice cholestatic	2
terbinafine	dry mouth	3
terbinafine	rhinorrhoea	4
terbinafine	muscle spasms	4
terbinafine	nausea	5
terbinafine	psoriasis	1
terbinafine	fatigue	3
terbinafine	arthralgia	5
terbinafine	gastrointestinal pain	4
terbinafine	rash	3
terbinafine	malaise	3
terbinafine	dyspepsia	5
terbinafine	abdominal pain	5
terbinafine	angioedema	1
terbinafine	eructation	5
terbinafine	musculoskeletal discomfort	5
terbinafine	pruritus	4
terbinafine	visual impairment	4
melphalan	jaundice	2
melphalan	leukopenia	5
melphalan	injection site reaction	5
melphalan	paraesthesia	5
melphalan	dermatitis	2
melphalan	blood creatine phosphokinase increased	5
melphalan	foetor hepaticus	2
melphalan	hepatocellular injury	2
melphalan	urticaria	2
melphalan	feeling hot	5
melphalan	liver disorder	2
melphalan	diarrhoea	4
melphalan	immune system disorder	2
melphalan	hypersensitivity	2
melphalan	oedema	2
melphalan	skin disorder	2
melphalan	myalgia	5
melphalan	haemolytic anaemia	2
melphalan	hepatitis	2
melphalan	pancytopenia	5
melphalan	vomiting	4
melphalan	plasmacytoma	4
melphalan	plasma cell myeloma	4
melphalan	anaphylactic shock	3
melphalan	neuropathy peripheral	4
melphalan	thrombocytopenia	5
melphalan	muscle atrophy	5
melphalan	nausea	5
melphalan	interstitial lung disease	2
melphalan	anaemia	5
melphalan	alopecia	5
melphalan	stomatitis	2
melphalan	rash	2
melphalan	pulmonary fibrosis	2
melphalan	liver function test abnormal	2
melphalan	musculoskeletal discomfort	5
melphalan	pruritus	2
penciclovir	asthenia	4
penciclovir	leukopenia	4
penciclovir	paraesthesia	3
penciclovir	flatulence	4
penciclovir	diarrhoea	4
penciclovir	neutropenia	4
penciclovir	pain	1
penciclovir	dysmenorrhoea	4
penciclovir	vomiting	4
penciclovir	application site reaction	4
penciclovir	headache	5
penciclovir	migraine	3
penciclovir	fatigue	4
penciclovir	anaemia	3
penciclovir	pruritus	4
clobetasol	application site irritation	3
clobetasol	skin atrophy	4
clobetasol	instillation site pain	4
clobetasol	application site burn	5
clobetasol	application site pain	5
clobetasol	telangiectasia	4
clobetasol	application site dryness	4
clobetasol	pain in extremity	3
clobetasol	application site pruritus	4
clobetasol	oedema peripheral	3
lercanidipine	asthenia	4
lercanidipine	hypoglycaemia	3
lercanidipine	somnolence	2
lercanidipine	feeling abnormal	3
lercanidipine	dermatitis	3
lercanidipine	nasopharyngitis	3
lercanidipine	foetor hepaticus	3
lercanidipine	glossitis	2
lercanidipine	hepatocellular injury	3
lercanidipine	liver disorder	3
lercanidipine	polyuria	2
lercanidipine	erythema multiforme	2
lercanidipine	diarrhoea	4
lercanidipine	tachycardia	4
lercanidipine	palpitations	4
lercanidipine	dyspnoea	4
lercanidipine	confusional state	3
lercanidipine	cough	5
lercanidipine	myalgia	2
lercanidipine	neutropenia	2
lercanidipine	mediastinal disorder	2
lercanidipine	diabetes mellitus	3
lercanidipine	urinary tract disorder	3
lercanidipine	hyperhidrosis	3
lercanidipine	lung infiltration	2
lercanidipine	hyperkalaemia	4
lercanidipine	headache	4
lercanidipine	oliguria	2
lercanidipine	ileus	3
lercanidipine	angiopathy	5
lercanidipine	dizziness	4
lercanidipine	hepatic failure	2
lercanidipine	urine output increased	2
lercanidipine	orthostatic hypotension	4
lercanidipine	gamma-glutamyltransferase increased	3
lercanidipine	rhinorrhoea	3
